일자,계(명),서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
2023-01-13,51,6,4,1,0,1,1,2,1,14,0,4,3,2,4,3,5,0
2023-01-14,45,7,5,1,5,0,1,0,0,11,1,0,3,1,2,3,5,0
2023-01-15,37,6,2,1,5,0,0,1,0,10,0,0,1,3,2,2,4,0
2023-01-16,35,4,3,2,0,0,1,2,1,7,1,3,3,1,1,3,2,1
2023-01-17,30,3,3,2,1,0,1,1,0,8,2,0,2,1,2,3,1,0
2023-01-18,43,9,2,3,4,1,0,1,0,10,2,2,1,0,1,1,4,2
2023-01-19,47,9,3,5,4,1,3,0,0,5,1,2,4,3,0,3,4,0
2023-01-20,30,4,1,1,2,0,0,1,0,5,1,0,2,1,0,6,4,2
2023-01-21,51,5,7,2,2,2,2,0,0,10,3,1,2,3,3,2,7,0
2023-01-22,24,2,2,2,6,1,0,0,0,2,4,0,1,1,0,1,2,0
2023-01-23,26,5,1,3,0,0,1,0,0,6,1,1,1,4,0,1,2,0
2023-01-24,10,1,1,0,1,0,0,0,0,2,1,0,1,0,2,1,0,0
2023-01-25,25,1,1,3,1,0,4,0,0,9,1,0,0,2,0,1,2,0
2023-01-26,26,3,1,2,1,3,1,0,0,2,2,0,3,0,1,2,4,1
2023-01-27,36,5,1,0,6,2,2,1,0,9,3,0,0,0,3,3,1,0
2023-01-28,29,6,4,4,1,0,0,0,0,7,0,1,0,2,1,1,2,0
2023-01-29,29,6,0,0,3,0,0,1,1,2,2,1,3,1,2,3,4,0
2023-01-30,30,4,0,1,3,0,2,0,0,15,2,0,0,2,1,0,0,0
2023-01-31,24,3,4,1,3,0,1,0,0,7,0,0,0,3,0,1,1,0
2023-02-01,42,4,0,0,1,1,1,1,0,10,2,2,7,1,3,3,6,0
2023-02-02,36,4,3,4,2,0,0,0,0,7,0,3,2,2,0,4,5,0
2023-02-03,30,4,3,5,1,0,1,1,0,8,0,1,1,0,3,1,1,0
2023-02-04,22,1,1,2,2,1,0,1,0,4,1,1,1,1,1,1,3,1
2023-02-05,22,4,2,4,0,1,2,0,0,3,2,0,1,1,0,2,0,0
2023-02-06,18,3,0,4,0,0,0,0,0,5,1,0,2,1,1,0,1,0
2023-02-07,10,2,1,1,0,0,0,0,0,1,1,0,0,0,0,3,1,0
2023-02-08,22,4,4,2,1,1,1,1,0,3,1,2,0,0,0,2,0,0
2023-02-09,34,8,1,2,3,0,0,0,0,6,2,0,2,2,3,2,3,0
2023-02-10,17,2,3,0,0,0,0,0,0,6,3,1,0,0,1,0,1,0
2023-02-11,16,2,1,0,1,0,1,0,0,4,0,0,2,1,0,3,1,0
2023-02-12,23,3,2,3,0,1,0,1,0,4,2,0,0,2,0,3,2,0
2023-02-13,11,2,0,0,1,0,2,0,0,3,0,0,1,1,0,1,0,0
2023-02-14,11,4,0,2,0,0,2,0,0,1,0,0,0,0,1,0,1,0
2023-02-15,24,5,0,0,2,0,2,1,0,5,1,0,1,1,3,2,1,0
2023-02-16,22,1,1,1,0,0,1,1,0,6,2,0,2,1,1,3,2,0
2023-02-17,28,7,2,0,1,1,0,0,0,5,0,3,0,1,1,2,4,1
2023-02-18,12,3,0,0,2,1,0,1,0,0,0,2,1,0,1,0,1,0
2023-02-19,12,1,0,2,0,0,0,0,0,2,2,0,0,2,0,1,2,0
2023-02-20,9,1,0,0,3,0,0,0,0,0,0,1,0,1,1,2,0,0
2023-02-21,8,1,0,0,0,1,1,0,0,1,0,0,0,1,2,0,1,0
2023-02-22,14,4,0,0,1,0,0,0,0,2,1,0,0,0,3,1,2,0
2023-02-23,22,1,1,1,2,0,3,0,1,1,0,3,2,1,0,1,5,0
2023-02-24,20,5,1,0,2,0,1,1,0,0,1,0,1,1,3,0,4,0
2023-02-25,11,3,1,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0
2023-02-26,6,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2023-02-27,15,1,1,0,0,0,1,1,0,1,1,3,1,0,1,2,2,0
2023-02-28,16,3,0,1,1,1,0,0,0,1,2,0,2,1,0,1,3,0
2023-03-01,11,1,2,0,0,1,0,1,0,0,0,0,2,0,1,1,1,1
2023-03-02,15,2,0,0,1,0,1,0,0,3,1,0,1,1,1,0,4,0
2023-03-03,11,4,0,3,0,0,0,0,0,1,0,0,0,1,0,0,2,0
2023-03-04,6,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
2023-03-05,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
2023-03-06,9,2,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,0
2023-03-07,15,3,1,0,1,0,1,1,0,0,1,0,0,0,2,3,2,0
2023-03-08,12,0,0,1,2,1,1,0,0,2,0,0,0,1,3,1,0,0
2023-03-09,20,0,3,2,2,1,0,0,0,2,1,0,0,0,3,0,6,0
2023-03-10,12,1,0,0,0,0,0,0,0,4,1,0,2,0,1,1,2,0
2023-03-11,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
2023-03-12,7,2,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
2023-03-13,12,1,0,1,0,0,0,1,0,4,0,0,2,0,0,2,1,0
2023-03-14,6,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0
2023-03-15,10,1,0,0,0,0,0,0,0,2,0,1,0,0,2,2,1,1
2023-03-16,17,1,0,2,4,0,1,0,0,3,0,1,0,0,2,1,1,1
2023-03-17,7,0,1,1,1,0,0,0,0,0,1,0,0,2,0,1,0,0
2023-03-18,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
2023-03-19,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-03-20,9,1,1,2,0,0,0,0,0,1,1,0,0,2,0,0,1,0
2023-03-21,7,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0
2023-03-22,9,2,0,0,0,3,1,0,0,0,0,1,0,1,0,1,0,0
2023-03-23,14,2,1,0,1,0,0,0,0,3,1,0,1,0,3,0,2,0
2023-03-24,10,1,0,0,1,0,0,0,0,3,1,1,0,0,2,0,1,0
2023-03-25,6,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0
2023-03-26,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-03-27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2023-03-28,8,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,3,0
2023-03-29,14,1,1,2,0,0,0,0,0,4,0,1,1,0,1,2,1,0
2023-03-30,10,2,1,0,1,1,0,0,0,1,0,0,0,0,2,1,1,0
2023-03-31,10,3,1,2,0,0,0,0,0,0,2,1,0,1,0,0,0,0
2023-04-01,5,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0
2023-04-02,4,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-04-03,7,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,3,0
2023-04-04,8,3,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
2023-04-05,7,3,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2023-04-06,13,3,1,0,1,0,0,0,0,3,0,1,3,0,0,1,0,0
2023-04-07,9,2,0,0,0,1,0,0,0,2,1,0,0,1,0,0,2,0
2023-04-08,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
2023-04-09,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2023-04-10,8,1,0,0,1,0,0,0,0,0,1,1,1,0,0,2,1,0
2023-04-11,10,4,0,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0
2023-04-12,14,3,3,1,0,0,0,0,0,2,1,1,1,1,0,0,0,1
2023-04-13,5,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2023-04-14,5,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0
2023-04-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2023-04-16,4,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2023-04-17,4,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
2023-04-18,10,2,1,1,0,0,0,0,0,1,1,0,0,1,1,0,2,0
2023-04-19,6,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
2023-04-20,9,2,2,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0
2023-04-21,7,0,0,1,0,0,0,0,0,1,0,0,3,0,1,1,0,0
2023-04-22,5,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0
2023-04-23,6,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0
2023-04-24,8,1,0,0,1,1,2,0,0,1,0,0,1,1,0,0,0,0
2023-04-25,7,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,2,0
2023-04-26,15,3,2,1,0,0,0,0,0,4,1,0,0,0,0,1,2,1
2023-04-27,11,3,0,0,3,1,0,0,0,2,0,0,0,0,1,0,1,0
2023-04-28,11,1,0,2,0,1,1,0,0,2,0,0,2,0,1,0,1,0
2023-04-29,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
2023-04-30,5,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
2023-05-01,8,2,1,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0
2023-05-02,10,3,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0
2023-05-03,8,1,0,1,0,0,1,0,0,0,0,2,0,2,0,0,1,0
2023-05-04,7,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2023-05-05,6,1,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0
2023-05-06,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-05-07,6,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
2023-05-08,7,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0
2023-05-09,14,5,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,2
2023-05-10,23,5,1,2,4,0,1,0,0,3,0,1,0,0,3,2,1,0
2023-05-11,12,3,2,0,0,0,1,0,0,2,1,0,2,0,0,1,0,0
2023-05-12,8,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1
2023-05-13,6,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
2023-05-14,6,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2023-05-15,7,2,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
2023-05-16,13,3,0,0,2,1,0,0,0,2,0,0,1,0,0,2,1,1
2023-05-17,11,4,0,0,2,1,0,1,0,1,1,0,0,0,0,0,1,0
2023-05-18,18,0,2,0,2,0,1,0,0,2,4,1,1,0,1,0,4,0
2023-05-19,13,2,2,1,1,0,0,0,0,1,1,0,1,0,0,0,4,0
2023-05-20,5,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
2023-05-21,5,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0
2023-05-22,12,6,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0
2023-05-23,15,1,2,1,1,0,1,0,0,4,0,1,1,1,0,0,2,0
2023-05-24,17,2,1,1,1,0,1,1,0,5,1,0,0,0,2,0,1,1
2023-05-25,17,2,1,0,1,0,0,0,0,6,0,1,0,0,2,3,0,1
2023-05-26,15,2,0,2,0,0,0,0,0,3,1,0,0,1,2,1,3,0
2023-05-27,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2023-05-28,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-05-29,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-05-30,7,1,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0
2023-05-31,17,6,0,0,0,1,1,0,0,2,2,0,0,0,2,0,3,0
2023-06-01,20,2,0,2,1,0,0,0,0,9,3,0,0,1,1,0,1,0
2023-06-02,11,3,0,0,0,0,1,0,0,3,0,0,1,0,0,1,1,1
2023-06-03,9,2,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,1
2023-06-04,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-05,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-06-06,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2023-06-07,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2023-06-08,21,4,2,3,0,1,0,0,0,4,2,2,0,2,0,1,0,0
2023-06-09,20,4,0,0,1,0,1,0,0,4,3,0,0,3,1,1,2,0
2023-06-10,5,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
2023-06-11,8,2,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0
2023-06-12,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2023-06-13,14,3,3,0,0,0,0,1,0,2,0,0,3,0,0,1,1,0
2023-06-14,14,1,1,1,0,0,1,0,0,2,1,0,1,1,3,1,1,0
2023-06-15,16,2,1,2,1,1,0,2,0,3,1,0,0,2,0,0,1,0
2023-06-16,12,4,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4
2023-06-17,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-06-18,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-19,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2023-06-20,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-06-21,14,4,1,0,1,0,0,0,0,2,1,0,0,0,0,1,2,2
2023-06-22,14,4,0,1,1,0,0,0,0,4,0,0,2,1,1,0,0,0
2023-06-23,10,1,0,0,1,0,1,0,0,2,0,0,1,0,1,2,1,0
2023-06-24,6,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1
2023-06-25,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2023-06-26,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-06-27,10,5,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-06-28,13,1,0,0,0,0,0,0,0,5,0,0,0,0,3,1,2,1
2023-06-29,12,2,2,0,0,0,0,0,0,1,3,0,0,0,0,0,4,0
2023-06-30,11,4,0,1,0,0,0,0,0,3,0,1,1,0,0,1,0,0
2023-07-01,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
2023-07-02,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2023-07-03,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2023-07-04,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-07-05,11,3,1,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0
2023-07-06,12,1,1,0,0,0,0,0,0,1,0,1,1,0,3,1,2,1
2023-07-07,7,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,2,0
2023-07-08,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
2023-07-09,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-07-10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2023-07-11,6,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2023-07-12,10,2,1,1,0,0,0,0,0,2,0,0,0,0,2,1,1,0
2023-07-13,13,2,3,0,2,0,0,0,0,1,0,0,0,0,3,0,2,0
2023-07-14,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-07-15,6,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-07-16,5,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
2023-07-17,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-07-18,5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
2023-07-19,6,0,0,1,0,0,0,0,0,2,0,0,1,1,1,0,0,0
2023-07-20,10,2,0,0,0,0,1,0,0,0,1,1,1,0,1,1,2,0
2023-07-21,14,2,1,1,2,0,0,0,0,3,0,0,0,0,1,2,2,0
2023-07-22,7,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,1,0
2023-07-23,7,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0
2023-07-24,8,2,0,0,0,0,1,0,0,2,1,0,1,0,0,0,1,0
2023-07-25,9,2,1,1,1,0,1,0,0,0,0,0,1,0,0,2,0,0
2023-07-26,18,3,1,1,1,0,1,0,0,1,1,1,1,0,2,2,2,1
2023-07-27,23,3,5,0,1,0,1,0,0,3,2,1,1,1,1,2,2,0
2023-07-28,17,1,3,0,0,1,0,1,0,1,2,0,2,0,1,3,1,1
2023-07-29,6,1,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0
2023-07-30,14,0,2,1,1,1,1,0,0,1,2,1,1,1,1,0,1,0
2023-07-31,10,1,1,0,1,0,0,1,0,2,2,0,0,0,0,1,0,1
2023-08-01,9,1,1,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0
2023-08-02,17,3,2,0,1,0,1,0,0,5,0,0,0,0,1,0,4,0
2023-08-03,18,2,5,1,0,0,0,1,0,3,1,1,0,0,0,0,3,1
2023-08-04,17,4,3,1,1,0,2,0,0,2,0,1,0,0,0,1,2,0
2023-08-05,12,4,1,0,0,0,1,0,0,0,0,2,0,0,1,0,3,0
2023-08-06,14,1,3,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1
2023-08-07,11,1,0,0,0,1,1,0,0,1,0,2,0,1,1,2,0,1
2023-08-08,18,0,1,1,1,0,1,0,0,3,0,1,1,1,2,1,5,0
2023-08-09,23,3,1,3,1,1,2,0,0,1,2,1,1,1,1,2,1,2
2023-08-10,25,6,3,1,1,1,0,0,1,3,1,1,1,1,1,3,1,0
2023-08-11,28,4,1,1,0,2,0,0,0,4,1,1,2,1,2,1,6,2
2023-08-12,17,3,1,3,2,1,0,0,0,1,0,0,0,0,2,0,2,2
2023-08-13,15,2,2,0,0,1,4,0,0,0,0,0,1,1,1,0,2,1
2023-08-14,20,3,3,0,1,2,1,0,0,3,0,0,0,1,1,0,5,0
2023-08-15,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1
2023-08-16,16,0,1,2,0,1,0,0,0,2,0,0,3,2,3,1,1,0
2023-08-17,21,5,0,2,1,1,0,0,0,1,2,2,1,3,0,1,1,1
2023-08-18,23,4,3,0,1,0,3,1,0,3,2,0,1,2,2,0,1,0
2023-08-19,22,3,0,1,1,2,2,0,0,7,1,1,0,0,1,0,3,0
2023-08-20,22,3,0,1,1,0,1,0,0,3,3,0,1,2,2,1,4,0
2023-08-21,20,2,1,2,2,1,2,1,0,3,0,2,0,1,1,1,0,1
2023-08-22,22,3,2,1,2,2,0,0,1,2,0,1,1,1,1,1,4,0
2023-08-23,14,2,1,1,0,0,0,0,0,0,1,0,0,1,2,3,3,0
2023-08-24,17,4,1,0,0,0,1,0,1,1,3,1,1,0,0,2,1,1
2023-08-25,24,2,3,2,1,0,3,1,0,0,1,1,2,0,3,2,2,1
2023-08-26,13,3,1,0,0,1,2,0,0,1,2,0,0,1,0,1,1,0
2023-08-27,23,4,1,0,0,2,3,0,0,7,1,0,1,0,2,1,1,0
2023-08-28,12,1,0,0,0,0,1,0,0,3,2,0,0,1,1,0,2,1
2023-08-29,21,1,0,0,0,0,1,0,0,17,0,1,1,0,0,0,0,0
2023-08-30,25,5,0,0,0,3,1,0,0,6,4,1,0,0,2,2,1,0
2023-08-31,76,6,5,1,2,8,5,0,0,14,11,2,2,2,5,7,6,0
